MMSI,Vessel_Name,Timestamp,Latitude,Longitude,Speed_Knots,Heading,Vessel_Type
419601003,Pilot KPL,2017-01-27 00:18:00,13.23792,80.29744,4.5,9.2,Tug
419601004,Tug Ennore,2017-01-27 00:18:00,13.2809,80.25841,4.0,192.4,Tug
419301003,MT Coromandel King,2017-01-27 00:19:00,13.23709,80.33956,0,0.8,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:19:00,13.04913,80.55047,0.3,357.2,Tanker
419201007,MV Sakthi Pride,2017-01-27 00:20:00,13.25207,80.3172,0.0,355.9,Cargo
419201003,MV Ennore Express,2017-01-27 00:21:00,13.25559,80.32018,0.2,358.1,Cargo
419201006,MV KPL Carrier,2017-01-27 00:21:00,13.24821,80.32583,0,91.3,Cargo
419301006,MT Triton,2017-01-27 00:21:00,13.26455,80.31033,0,359.9,Tanker
419201002,MV APJ Kiran,2017-01-27 00:21:00,13.12209,80.50005,0,359.9,Cargo
419301001,MT Sanmar Spirit,2017-01-27 00:22:00,13.24344,80.33527,0.3,90.2,Tanker
419201001,MV Vishakha Star,2017-01-27 00:22:00,13.18055,80.47105,0.1,2.7,Cargo
419301004,MT POL Voyager,2017-01-27 00:22:00,13.22011,80.42176,0,2.2,Tanker
419601001,Tug KPL-1,2017-01-27 00:22:00,13.22508,80.3016,4.2,179.1,Tug
419201004,MV Coastal Glory,2017-01-27 00:23:00,13.25958,80.31655,0.2,355.8,Cargo
419301003,MT Coromandel King,2017-01-27 00:23:00,13.23706,80.33984,0.1,357.5,Tanker
419301002,MT Chennai Petro,2017-01-27 00:23:00,13.07998,80.52961,0,2.2,Tanker
419601002,Tug KPL-2,2017-01-27 00:23:00,13.26061,80.30184,4.0,147.0,Tug
419201007,MV Sakthi Pride,2017-01-27 00:25:00,13.25189,80.32066,0,359.2,Cargo
419301007,MT Bay Tanker,2017-01-27 00:25:00,13.15084,80.46181,0.3,1.3,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:25:00,13.05118,80.54942,0.0,1.3,Tanker
419201006,MV KPL Carrier,2017-01-27 00:26:00,13.24946,80.32555,0.4,93.5,Cargo
419201003,MV Ennore Express,2017-01-27 00:27:00,13.2552,80.31993,0.3,356.1,Cargo
419301003,MT Coromandel King,2017-01-27 00:27:00,13.23788,80.34087,0.0,2.9,Tanker
419301006,MT Triton,2017-01-27 00:27:00,13.26536,80.30916,0.1,357.5,Tanker
419201002,MV APJ Kiran,2017-01-27 00:27:00,13.12325,80.49894,0.3,1.5,Cargo
419301004,MT POL Voyager,2017-01-27 00:27:00,13.22206,80.42121,0.1,2.9,Tanker
419301001,MT Sanmar Spirit,2017-01-27 00:28:00,13.24276,80.33574,0.2,90.3,Tanker
419201004,MV Coastal Glory,2017-01-27 00:29:00,13.261,80.31531,0.1,357.7,Cargo
419201001,MV Vishakha Star,2017-01-27 00:29:00,13.17976,80.46881,0.3,3.7,Cargo
419301002,MT Chennai Petro,2017-01-27 00:29:00,13.08211,80.53167,0.1,1.6,Tanker
419201007,MV Sakthi Pride,2017-01-27 00:30:00,13.25354,80.31812,0,354.7,Cargo
419201006,MV KPL Carrier,2017-01-27 00:31:00,13.24813,80.32507,0,89.1,Cargo
419201003,MV Ennore Express,2017-01-27 00:32:00,13.2558,80.31999,0,358.0,Cargo
419301001,MT Sanmar Spirit,2017-01-27 00:32:00,13.24222,80.33465,0.7,84.2,Tanker
419301003,MT Coromandel King,2017-01-27 00:32:00,13.23875,80.33961,0.5,1.2,Tanker
419301006,MT Triton,2017-01-27 00:32:00,13.26576,80.30975,0,357.4,Tanker
419201002,MV APJ Kiran,2017-01-27 00:32:00,13.12216,80.50047,0.1,0.2,Cargo
419301007,MT Bay Tanker,2017-01-27 00:32:00,13.14997,80.46066,0,359.3,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:32:00,13.0513,80.5502,0.2,357.3,Tanker
419301004,MT POL Voyager,2017-01-27 00:33:00,13.22149,80.41932,0.7,354.2,Tanker
419201004,MV Coastal Glory,2017-01-27 00:35:00,13.26171,80.31487,0.1,359.4,Cargo
419201007,MV Sakthi Pride,2017-01-27 00:36:00,13.2508,80.31871,0.2,357.9,Cargo
419301003,MT Coromandel King,2017-01-27 00:36:00,13.23722,80.34008,0,0.2,Tanker
419301006,MT Triton,2017-01-27 00:36:00,13.26427,80.3099,0,3.1,Tanker
419201001,MV Vishakha Star,2017-01-27 00:36:00,13.18055,80.46925,0,2.9,Cargo
419301002,MT Chennai Petro,2017-01-27 00:36:00,13.0822,80.53136,0.5,0.6,Tanker
419201006,MV KPL Carrier,2017-01-27 00:37:00,13.24788,80.32628,0,89.8,Cargo
419201002,MV APJ Kiran,2017-01-27 00:37:00,13.12195,80.49899,0.5,359.6,Cargo
419301007,MT Bay Tanker,2017-01-27 00:37:00,13.15034,80.4606,0,0.8,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:37:00,13.05035,80.55096,0,359.8,Tanker
419201003,MV Ennore Express,2017-01-27 00:38:00,13.25578,80.31834,0.7,2.0,Cargo
419301001,MT Sanmar Spirit,2017-01-27 00:38:00,13.24203,80.33621,0,91.5,Tanker
419201007,MV Sakthi Pride,2017-01-27 00:40:00,13.2516,80.31939,0,358.6,Cargo
419301004,MT POL Voyager,2017-01-27 00:40:00,13.22383,80.42187,0.1,4.3,Tanker
419601004,Tug Ennore,2017-01-27 00:40:00,13.25093,80.30393,3.5,191.7,Tug
419201004,MV Coastal Glory,2017-01-27 00:41:00,13.2608,80.31475,0,1.5,Cargo
419201006,MV KPL Carrier,2017-01-27 00:41:00,13.24711,80.32513,0.4,88.5,Cargo
419301003,MT Coromandel King,2017-01-27 00:41:00,13.23764,80.33883,0,359.0,Tanker
419301006,MT Triton,2017-01-27 00:41:00,13.26489,80.31094,0.1,359.6,Tanker
419301002,MT Chennai Petro,2017-01-27 00:41:00,13.08051,80.52991,0,1.3,Tanker
419601001,Tug KPL-1,2017-01-27 00:42:00,13.21424,80.30381,4.2,32.1,Tug
419201003,MV Ennore Express,2017-01-27 00:43:00,13.25731,80.31944,0,1.8,Cargo
419301001,MT Sanmar Spirit,2017-01-27 00:43:00,13.2436,80.33645,0.1,91.1,Tanker
419201001,MV Vishakha Star,2017-01-27 00:43:00,13.18044,80.47062,0.2,0.7,Cargo
419201002,MV APJ Kiran,2017-01-27 00:43:00,13.12329,80.50152,0.7,3.5,Cargo
419601003,Pilot KPL,2017-01-27 00:43:00,13.26696,80.29852,3.9,314.7,Tug
419201007,MV Sakthi Pride,2017-01-27 00:44:00,13.25266,80.31881,0.2,1.6,Cargo
419301007,MT Bay Tanker,2017-01-27 00:44:00,13.14793,80.4591,0.1,0.4,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:44:00,13.05064,80.55025,0.4,0.6,Tanker
419601002,Tug KPL-2,2017-01-27 00:44:00,13.22311,80.31976,4.4,309.0,Tug
419201004,MV Coastal Glory,2017-01-27 00:45:00,13.26298,80.31462,0,0.1,Cargo
419301006,MT Triton,2017-01-27 00:45:00,13.26527,80.31046,0,359.9,Tanker
419201006,MV KPL Carrier,2017-01-27 00:46:00,13.24811,80.32608,0,91.0,Cargo
419301003,MT Coromandel King,2017-01-27 00:46:00,13.23919,80.33947,0,0.5,Tanker
419301004,MT POL Voyager,2017-01-27 00:46:00,13.22228,80.42074,0.2,3.3,Tanker
419301001,MT Sanmar Spirit,2017-01-27 00:47:00,13.24426,80.33689,0.5,91.1,Tanker
419301002,MT Chennai Petro,2017-01-27 00:47:00,13.08089,80.52993,0,354.8,Tanker
419201007,MV Sakthi Pride,2017-01-27 00:48:00,13.25247,80.31851,0.2,0.7,Cargo
419201001,MV Vishakha Star,2017-01-27 00:48:00,13.18241,80.46983,0.0,356.3,Cargo
419201003,MV Ennore Express,2017-01-27 00:49:00,13.25434,80.31877,0.2,356.4,Cargo
419201004,MV Coastal Glory,2017-01-27 00:49:00,13.26157,80.31618,0,3.8,Cargo
419201002,MV APJ Kiran,2017-01-27 00:49:00,13.12064,80.50146,0.2,359.6,Cargo
419301007,MT Bay Tanker,2017-01-27 00:50:00,13.14891,80.45997,0,360.0,Tanker
419301003,MT Coromandel King,2017-01-27 00:51:00,13.238,80.34035,0.7,358.6,Tanker
419301006,MT Triton,2017-01-27 00:51:00,13.26419,80.3109,0.1,355.7,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:51:00,13.05105,80.55077,0.4,0.6,Tanker
419201006,MV KPL Carrier,2017-01-27 00:52:00,13.24893,80.32578,0.6,94.1,Cargo
419201007,MV Sakthi Pride,2017-01-27 00:52:00,13.25202,80.31865,0,359.6,Cargo
419301001,MT Sanmar Spirit,2017-01-27 00:52:00,13.24443,80.33703,0.4,91.0,Tanker
419301004,MT POL Voyager,2017-01-27 00:52:00,13.22161,80.42069,0.0,1.6,Tanker
419201010,MV KPL Vishal,2017-01-27 00:52:00,12.39881,82.39912,13.6,289.5,Cargo
419201003,MV Ennore Express,2017-01-27 00:53:00,13.25733,80.32147,0,0.7,Cargo
419201004,MV Coastal Glory,2017-01-27 00:53:00,13.26403,80.31375,0.3,2.4,Cargo
419201002,MV APJ Kiran,2017-01-27 00:54:00,13.12249,80.50124,0,1.8,Cargo
419301002,MT Chennai Petro,2017-01-27 00:54:00,13.08234,80.53096,0.7,1.9,Tanker
419301006,MT Triton,2017-01-27 00:55:00,13.26576,80.30969,0,358.3,Tanker
419201001,MV Vishakha Star,2017-01-27 00:55:00,13.18053,80.46839,0.7,4.8,Cargo
419301007,MT Bay Tanker,2017-01-27 00:55:00,13.15083,80.45889,0,359.7,Tanker
419201007,MV Sakthi Pride,2017-01-27 00:56:00,13.25035,80.31982,0.1,357.6,Cargo
419301001,MT Sanmar Spirit,2017-01-27 00:56:00,13.24494,80.33731,0,90.5,Tanker
538301001,MT Gulf Carrier,2017-01-27 00:56:00,13.0511,80.55057,0.1,358.4,Tanker
419201006,MV KPL Carrier,2017-01-27 00:57:00,13.24714,80.32558,0.1,90.6,Cargo
419301003,MT Coromandel King,2017-01-27 00:57:00,13.23731,80.34019,0.2,0.1,Tanker
419301004,MT POL Voyager,2017-01-27 00:57:00,13.22065,80.41988,0.5,4.3,Tanker
419201004,MV Coastal Glory,2017-01-27 00:58:00,13.26339,80.31497,0.6,356.2,Cargo
419201010,MV KPL Vishal,2017-01-27 00:58:00,12.40976,82.37305,13.3,292.7,Cargo
419201003,MV Ennore Express,2017-01-27 00:59:00,13.25736,80.32015,0.5,356.8,Cargo
419301001,MT Sanmar Spirit,2017-01-27 01:00:00,13.24368,80.33875,0,91.9,Tanker
419301006,MT Triton,2017-01-27 01:00:00,13.26484,80.3093,0,2.9,Tanker
419201007,MV Sakthi Pride,2017-01-27 01:01:00,13.25107,80.31769,0.3,359.2,Cargo
419201001,MV Vishakha Star,2017-01-27 01:01:00,13.18164,80.46871,0.1,356.6,Cargo
419201002,MV APJ Kiran,2017-01-27 01:01:00,13.12255,80.49951,0.1,2.2,Cargo
419301002,MT Chennai Petro,2017-01-27 01:01:00,13.08246,80.52988,0.3,359.7,Tanker
419601003,Pilot KPL,2017-01-27 01:01:00,13.25983,80.31975,4.2,292.4,Tug
419201006,MV KPL Carrier,2017-01-27 01:02:00,13.24967,80.32671,0.3,89.7,Cargo
419301007,MT Bay Tanker,2017-01-27 01:02:00,13.15078,80.4597,0.2,1.5,Tanker
538301001,MT Gulf Carrier,2017-01-27 01:02:00,13.05161,80.54954,0.1,359.5,Tanker
419201004,MV Coastal Glory,2017-01-27 01:03:00,13.26309,80.31469,0.4,0.8,Cargo
419301003,MT Coromandel King,2017-01-27 01:03:00,13.23893,80.33967,0,359.5,Tanker
419601001,Tug KPL-1,2017-01-27 01:03:00,13.24714,80.30896,4.7,250.0,Tug
419601004,Tug Ennore,2017-01-27 01:03:00,13.26649,80.2688,3.9,264.5,Tug
419201003,MV Ennore Express,2017-01-27 01:04:00,13.25607,80.31798,0.0,4.0,Cargo
419301004,MT POL Voyager,2017-01-27 01:04:00,13.22277,80.42097,0.3,0.3,Tanker
419201010,MV KPL Vishal,2017-01-27 01:04:00,12.42116,82.34385,13.2,291.0,Cargo
419601002,Tug KPL-2,2017-01-27 01:04:00,13.25814,80.3157,3.7,274.5,Tug
419301001,MT Sanmar Spirit,2017-01-27 01:05:00,13.24387,80.33695,0.3,89.2,Tanker
419201007,MV Sakthi Pride,2017-01-27 01:06:00,13.25227,80.31813,0.0,357.7,Cargo
419301006,MT Triton,2017-01-27 01:06:00,13.26438,80.31007,0,359.5,Tanker
419201006,MV KPL Carrier,2017-01-27 01:07:00,13.24723,80.32678,0,89.2,Cargo
419301003,MT Coromandel King,2017-01-27 01:07:00,13.23953,80.34015,0.3,3.2,Tanker
419301002,MT Chennai Petro,2017-01-27 01:07:00,13.0811,80.52885,0.1,0.7,Tanker
419201004,MV Coastal Glory,2017-01-27 01:08:00,13.26314,80.3143,0,359.9,Cargo
419201001,MV Vishakha Star,2017-01-27 01:08:00,13.18154,80.46956,0.3,0.9,Cargo
419201002,MV APJ Kiran,2017-01-27 01:08:00,13.12312,80.50069,0.3,359.6,Cargo
419301004,MT POL Voyager,2017-01-27 01:09:00,13.22146,80.41933,0,1.6,Tanker
419301007,MT Bay Tanker,2017-01-27 01:09:00,13.14867,80.46009,0,358.2,Tanker
538301001,MT Gulf Carrier,2017-01-27 01:09:00,13.05358,80.5495,0.1,2.5,Tanker
419201003,MV Ennore Express,2017-01-27 01:10:00,13.25654,80.32107,0.4,0.0,Cargo
419201007,MV Sakthi Pride,2017-01-27 01:10:00,13.25284,80.31898,0,2.2,Cargo
419301006,MT Triton,2017-01-27 01:10:00,13.26524,80.30989,0.2,0.9,Tanker
419301001,MT Sanmar Spirit,2017-01-27 01:11:00,13.24343,80.33775,0,93.2,Tanker
419201004,MV Coastal Glory,2017-01-27 01:12:00,13.26378,80.31502,0.3,359.4,Cargo
419201006,MV KPL Carrier,2017-01-27 01:13:00,13.24769,80.32677,0.0,85.5,Cargo
419301003,MT Coromandel King,2017-01-27 01:13:00,13.23971,80.33985,0.2,4.5,Tanker
419201001,MV Vishakha Star,2017-01-27 01:13:00,13.18239,80.47013,0,0.3,Cargo
419301002,MT Chennai Petro,2017-01-27 01:13:00,13.07916,80.53004,0.4,359.3,Tanker
419201010,MV KPL Vishal,2017-01-27 01:13:00,12.42925,82.31561,13.3,289.5,Cargo
419201003,MV Ennore Express,2017-01-27 01:14:00,13.25678,80.31825,0.5,357.2,Cargo
419301006,MT Triton,2017-01-27 01:14:00,13.26633,80.30947,0,1.6,Tanker
419201007,MV Sakthi Pride,2017-01-27 01:15:00,13.25305,80.31822,0.2,358.3,Cargo
419201002,MV APJ Kiran,2017-01-27 01:15:00,13.1239,80.50061,0.2,358.3,Cargo
538301001,MT Gulf Carrier,2017-01-27 01:15:00,13.05202,80.54997,0.2,1.4,Tanker
419201004,MV Coastal Glory,2017-01-27 01:16:00,13.26377,80.31427,0.1,358.2,Cargo
419301004,MT POL Voyager,2017-01-27 01:16:00,13.22204,80.41843,0,3.5,Tanker
419301007,MT Bay Tanker,2017-01-27 01:16:00,13.14987,80.45919,0.3,1.2,Tanker
419301001,MT Sanmar Spirit,2017-01-27 01:17:00,13.24432,80.33644,0.5,88.6,Tanker
419301006,MT Triton,2017-01-27 01:18:00,13.266,80.31104,0.1,357.9,Tanker
419601004,Tug Ennore,2017-01-27 01:18:00,13.29202,80.25592,3.9,239.9,Tug
419201003,MV Ennore Express,2017-01-27 01:19:00,13.25605,80.31955,0,359.8,Cargo
419201006,MV KPL Carrier,2017-01-27 01:19:00,13.24752,80.32764,0.3,93.0,Cargo
419201007,MV Sakthi Pride,2017-01-27 01:19:00,13.25152,80.31796,0.0,356.6,Cargo
419301003,MT Coromandel King,2017-01-27 01:19:00,13.23942,80.34083,0,1.3,Tanker
419201001,MV Vishakha Star,2017-01-27 01:19:00,13.18225,80.46953,0.2,0.1,Cargo
419301002,MT Chennai Petro,2017-01-27 01:19:00,13.08226,80.53027,0,0.9,Tanker
419201010,MV KPL Vishal,2017-01-27 01:19:00,12.4399,82.28737,12.9,288.8,Cargo
419601001,Tug KPL-1,2017-01-27 01:19:00,13.24509,80.27436,4.7,182.6,Tug
419601003,Pilot KPL,2017-01-27 01:19:00,13.26626,80.31196,4.3,329.4,Tug
419301001,MT Sanmar Spirit,2017-01-27 01:21:00,13.24524,80.33771,0.1,92.9,Tanker
419201002,MV APJ Kiran,2017-01-27 01:21:00,13.12306,80.49905,0,0.2,Cargo
419301004,MT POL Voyager,2017-01-27 01:21:00,13.22245,80.41994,0,0.8,Tanker
419301007,MT Bay Tanker,2017-01-27 01:21:00,13.14916,80.45981,0.2,0.8,Tanker
419201004,MV Coastal Glory,2017-01-27 01:22:00,13.26377,80.31591,0,359.4,Cargo
538301001,MT Gulf Carrier,2017-01-27 01:22:00,13.05146,80.5493,0,359.8,Tanker
419601002,Tug KPL-2,2017-01-27 01:22:00,13.26189,80.32243,4.5,275.4,Tug
419201003,MV Ennore Express,2017-01-27 01:23:00,13.25583,80.3194,0,357.6,Cargo
419201006,MV KPL Carrier,2017-01-27 01:24:00,13.24697,80.32841,0.0,90.6,Cargo
419301003,MT Coromandel King,2017-01-27 01:24:00,13.23851,80.34078,0.3,4.1,Tanker
419301006,MT Triton,2017-01-27 01:24:00,13.26487,80.30948,0,1.1,Tanker
419201001,MV Vishakha Star,2017-01-27 01:24:00,13.18227,80.46947,0,359.6,Cargo
419201007,MV Sakthi Pride,2017-01-27 01:25:00,13.25359,80.31648,0,4.3,Cargo
419201010,MV KPL Vishal,2017-01-27 01:25:00,12.44956,82.25872,13.4,291.8,Cargo
419301001,MT Sanmar Spirit,2017-01-27 01:26:00,13.24482,80.3374,0,93.7,Tanker
419201002,MV APJ Kiran,2017-01-27 01:26:00,13.12497,80.50091,0,358.6,Cargo
419301002,MT Chennai Petro,2017-01-27 01:26:00,13.08341,80.53009,0.4,1.1,Tanker
419201004,MV Coastal Glory,2017-01-27 01:28:00,13.2644,80.3153,0,1.4,Cargo
419301006,MT Triton,2017-01-27 01:28:00,13.26428,80.30941,0,1.0,Tanker
419301004,MT POL Voyager,2017-01-27 01:28:00,13.22288,80.41916,0,355.7,Tanker
419301007,MT Bay Tanker,2017-01-27 01:28:00,13.15036,80.46016,0,2.2,Tanker
538301001,MT Gulf Carrier,2017-01-27 01:28:00,13.05257,80.55056,0.7,2.9,Tanker
419201003,MV Ennore Express,2017-01-27 01:29:00,13.25761,80.32025,0.5,357.9,Cargo
419301003,MT Coromandel King,2017-01-27 01:29:00,13.2392,80.33869,0,4.0,Tanker
419201001,MV Vishakha Star,2017-01-27 01:29:00,13.18509,80.4691,0.1,1.0,Cargo
419201006,MV KPL Carrier,2017-01-27 01:30:00,13.24772,80.32699,0,91.6,Cargo
419201007,MV Sakthi Pride,2017-01-27 01:30:00,13.25167,80.31686,0,356.2,Cargo
419301001,MT Sanmar Spirit,2017-01-27 01:31:00,13.24319,80.33969,0.2,88.4,Tanker
419201010,MV KPL Vishal,2017-01-27 01:31:00,12.45945,82.23113,12.8,288.8,Cargo
419201004,MV Coastal Glory,2017-01-27 01:32:00,13.26556,80.31259,0.3,359.7,Cargo
419301006,MT Triton,2017-01-27 01:32:00,13.26643,80.30998,0,358.1,Tanker
419301002,MT Chennai Petro,2017-01-27 01:32:00,13.08374,80.52982,0,358.7,Tanker
419201003,MV Ennore Express,2017-01-27 01:33:00,13.25684,80.32048,0.0,1.5,Cargo
419301003,MT Coromandel King,2017-01-27 01:33:00,13.24012,80.33986,0.6,2.9,Tanker
419201002,MV APJ Kiran,2017-01-27 01:33:00,13.12424,80.49936,0.4,0.9,Cargo
419301004,MT POL Voyager,2017-01-27 01:33:00,13.22158,80.42043,0.4,3.1,Tanker
419301007,MT Bay Tanker,2017-01-27 01:34:00,13.15009,80.45953,0,358.8,Tanker
419201006,MV KPL Carrier,2017-01-27 01:35:00,13.24918,80.32888,0,89.6,Cargo
419201007,MV Sakthi Pride,2017-01-27 01:35:00,13.25064,80.31834,0,357.9,Cargo
419201001,MV Vishakha Star,2017-01-27 01:35:00,13.18298,80.46961,0.2,358.2,Cargo
538301001,MT Gulf Carrier,2017-01-27 01:35:00,13.0539,80.55201,0.2,1.9,Tanker
419201004,MV Coastal Glory,2017-01-27 01:36:00,13.26633,80.31592,0.2,1.5,Cargo
419301001,MT Sanmar Spirit,2017-01-27 01:37:00,13.24323,80.33873,0,86.9,Tanker
419301003,MT Coromandel King,2017-01-27 01:37:00,13.23921,80.33956,0,1.7,Tanker
419201003,MV Ennore Express,2017-01-27 01:38:00,13.25812,80.3215,0.6,357.1,Cargo
419301006,MT Triton,2017-01-27 01:38:00,13.26503,80.30906,0,359.6,Tanker
419301002,MT Chennai Petro,2017-01-27 01:38:00,13.08219,80.52991,0.5,357.6,Tanker
419601001,Tug KPL-1,2017-01-27 01:38:00,13.22314,80.32154,4.1,135.5,Tug
419201002,MV APJ Kiran,2017-01-27 01:39:00,13.1254,80.50049,0.2,357.7,Cargo
419201010,MV KPL Vishal,2017-01-27 01:39:00,12.47043,82.2025,13.1,290.1,Cargo
419601003,Pilot KPL,2017-01-27 01:39:00,13.26966,80.30971,3.7,216.9,Tug
419201007,MV Sakthi Pride,2017-01-27 01:40:00,13.25126,80.31823,0.2,0.1,Cargo
419201001,MV Vishakha Star,2017-01-27 01:40:00,13.18397,80.47038,0.0,359.3,Cargo
419301004,MT POL Voyager,2017-01-27 01:40:00,13.22306,80.41983,0.3,358.6,Tanker
419601002,Tug KPL-2,2017-01-27 01:40:00,13.22545,80.31656,4.6,178.4,Tug
419601004,Tug Ennore,2017-01-27 01:40:00,13.25463,80.28353,4.7,336.4,Tug
419201004,MV Coastal Glory,2017-01-27 01:41:00,13.26477,80.31687,0.6,359.3,Cargo
419201006,MV KPL Carrier,2017-01-27 01:41:00,13.24974,80.3275,0.2,88.1,Cargo
419301003,MT Coromandel King,2017-01-27 01:41:00,13.24059,80.33972,0,357.4,Tanker
419301007,MT Bay Tanker,2017-01-27 01:41:00,13.15111,80.46125,0,358.4,Tanker
419201003,MV Ennore Express,2017-01-27 01:42:00,13.25876,80.31982,0.2,358.9,Cargo
538301001,MT Gulf Carrier,2017-01-27 01:42:00,13.05305,80.54878,0.6,358.7,Tanker
419301001,MT Sanmar Spirit,2017-01-27 01:43:00,13.24288,80.33954,0.2,90.3,Tanker
